COUNTRY_NAME,YEAR_OF_MATCH,HOME_TEAM_GOAL,AWAY_TEAM_GOAL
England,2011,3,0
England,2011,2,1
England,2011,2,1
England,2011,1,1
England,2011,0,0
England,2011,2,0
England,2011,3,0
England,2011,2,3
England,2011,3,2
England,2011,1,0
England,2011,0,3
England,2011,1,1
England,2011,3,0
England,2011,1,3
England,2011,1,0
England,2011,1,3
England,2011,1,1
England,2011,1,2
England,2011,2,0
England,2011,0,0
England,2011,1,0
England,2011,3,0
England,2011,2,0
England,2011,1,3
England,2011,3,0
England,2011,1,0
England,2011,5,0
England,2011,4,2
England,2011,2,2
England,2011,1,1
England,2011,1,1
England,2011,0,1
England,2011,2,1
England,2011,1,1
England,2011,3,0
England,2011,1,0
England,2011,3,0
England,2011,0,3
England,2011,2,1
England,2011,1,0
England,2011,1,1
England,2011,2,1
England,2011,0,0
England,2011,1,1
England,2011,2,1
England,2011,2,1
England,2011,1,1
England,2011,1,1
England,2011,1,1
England,2011,2,1
England,2011,2,1
England,2011,3,1
England,2011,2,5
England,2011,1,2
England,2011,3,1
England,2011,1,2
England,2011,0,2
England,2011,1,3
England,2011,3,0
England,2011,1,1
England,2011,0,2
England,2011,1,0
England,2011,4,3
England,2011,3,2
England,2011,2,2
England,2011,4,2
England,2011,2,1
England,2011,0,3
England,2011,1,0
England,2011,1,0
England,2011,3,3
England,2011,2,3
England,2011,2,2
England,2011,0,2
England,2011,0,1
England,2010,4,1
England,2010,1,3
England,2010,3,3
England,2010,0,2
England,2010,1,1
England,2010,2,1
England,2010,0,0
England,2010,1,1
England,2010,2,1
England,2010,1,1
England,2010,3,2
England,2010,1,1
England,2010,3,1
England,2010,1,1
England,2010,0,1
England,2010,1,1
England,2010,3,1
England,2010,1,1
England,2010,0,2
England,2010,4,0
England,2010,2,3
England,2010,2,2
England,2010,1,0
England,2010,1,2
England,2010,1,0
England,2010,1,2
England,2010,0,0
England,2010,0,0
England,2010,2,2
England,2010,1,2
England,2010,1,2
England,2010,0,0
England,2010,2,1
England,2010,1,1
England,2010,2,1
England,2010,0,2
England,2010,1,1
England,2010,1,0
England,2010,2,0
England,2010,2,0
England,2010,2,2
England,2010,2,1
England,2010,0,0
England,2010,2,0
England,2010,2,2
England,2010,1,1
England,2010,0,0
England,2010,1,2
England,2010,2,1
England,2010,2,3
England,2010,2,1
England,2010,1,0
England,2010,1,1
England,2010,1,2
England,2010,0,3
England,2010,2,0
England,2010,2,1
England,2010,1,2
England,2010,1,1
England,2010,2,0
England,2011,1,2
England,2011,0,0
England,2011,1,1
England,2011,4,0
England,2011,0,0
England,2011,0,4
England,2011,0,0
England,2012,2,0
England,2011,1,2
England,2011,1,1
England,2011,3,5
England,2011,0,1
England,2011,3,1
England,2011,3,3
England,2011,1,3
England,2011,2,2
England,2011,3,1
England,2011,3,1
England,2011,0,2
England,2011,0,2
England,2011,3,0
England,2011,3,2
England,2011,0,1
England,2011,5,0
England,2011,1,3
England,2011,0,0
England,2011,1,0
England,2011,2,1
England,2011,2,3
England,2011,3,1
England,2011,1,2
England,2011,2,1
England,2011,3,1
England,2011,1,2
England,2011,2,3
England,2011,0,0
England,2011,0,1
England,2011,2,0
England,2011,2,1
England,2011,3,3
England,2011,1,1
England,2011,0,2
England,2011,3,0
England,2011,1,1
England,2011,1,1
England,2011,2,1
England,2011,3,1
England,2011,1,2
England,2011,0,0
England,2011,1,3
England,2011,0,1
England,2011,4,2
England,2011,0,1
England,2011,1,0
England,2011,5,1
England,2011,0,3
England,2011,1,1
England,2011,3,0
England,2011,0,4
England,2011,2,1
England,2011,1,0
England,2011,1,2
England,2011,2,1
England,2011,1,0
England,2011,4,1
England,2011,4,2
England,2011,2,1
England,2011,2,1
England,2011,2,0
England,2011,1,2
England,2011,0,2
England,2011,1,2
England,2011,1,1
England,2011,2,0
England,2011,1,0
England,2011,0,0
England,2011,0,2
England,2011,1,0
England,2011,1,1
England,2011,1,2
England,2011,2,3
England,2011,1,1
England,2011,0,0
England,2011,2,2
England,2011,1,2
England,2011,1,2
England,2011,1,0
England,2011,0,5
England,2011,3,0
England,2011,2,3
England,2011,1,1
England,2011,0,2
England,2011,1,1
England,2011,1,1
England,2011,5,0
England,2011,0,2
England,2011,0,0
England,2011,1,1
England,2011,1,1
England,2011,0,0
England,2011,1,0
England,2011,1,1
England,2011,1,3
England,2011,3,1
England,2011,2,3
England,2011,1,1
England,2011,2,2
England,2012,1,0
England,2011,1,1
England,2012,0,1
England,2011,0,2
England,2011,3,1
England,2011,2,3
England,2011,2,1
England,2011,0,1
England,2011,3,0
England,2011,1,1
England,2011,0,1
England,2011,0,0
England,2011,2,0
England,2012,0,2
England,2012,1,2
England,2012,1,2
England,2012,2,1
England,2012,3,0
England,2012,3,0
England,2012,1,2
England,2012,1,0
England,2012,1,4
England,2012,1,2
England,2012,1,1
England,2012,3,1
England,2012,1,0
England,2012,0,0
England,2012,3,0
England,2012,1,0
England,2012,3,2
England,2012,1,1
England,2012,1,2
England,2012,0,1
England,2012,1,2
England,2012,3,1
England,2012,1,1
England,2012,5,2
England,2012,3,2
England,2012,0,0
England,2012,3,1
England,2012,1,2
England,2012,2,0
England,2012,2,3
England,2012,0,0
England,2012,2,0
England,2012,3,0
England,2012,1,1
England,2012,3,1
England,2012,0,3
England,2012,2,2
England,2012,0,2
England,2012,1,0
England,2012,1,1
England,2012,7,1
England,2012,3,3
England,2012,0,0
England,2012,3,0
England,2012,2,1
England,2012,2,0
England,2012,1,2
England,2012,0,1
England,2012,1,2
England,2012,1,1
England,2012,0,1
England,2012,3,2
England,2012,1,2
England,2012,2,0
England,2012,2,1
England,2012,2,1
England,2012,1,2
England,2012,2,3
England,2012,5,0
England,2012,1,5
England,2012,5,2
England,2012,3,0
England,2012,3,0
England,2012,3,0
England,2012,2,2
England,2012,1,2
England,2012,0,1
England,2012,2,0
England,2012,4,0
England,2012,0,0
England,2012,1,1
England,2012,5,0
England,2012,1,2
England,2012,2,0
England,2012,1,1
England,2012,1,1
England,2012,1,0
England,2012,1,3
England,2012,1,0
England,2012,0,2
England,2012,2,1
England,2012,1,0
England,2012,2,1
England,2012,1,0
England,2012,1,0
England,2012,2,0
England,2012,1,1
England,2012,1,0
England,2012,1,0
England,2012,0,2
England,2012,1,2
England,2012,2,0
England,2012,0,1
England,2012,0,3
England,2012,2,1
England,2012,1,0
England,2012,3,2
England,2012,1,1
England,2012,1,1
England,2012,0,5
England,2011,0,0
England,2011,0,1
England,2011,3,1
England,2011,3,1
England,2011,8,2
England,2011,2,1
England,2011,0,0
England,2011,1,5
England,2011,0,1
England,2011,2,0
England,2012,3,0
England,2012,2,1
England,2012,0,0
England,2012,1,2
England,2012,1,0
England,2012,2,1
England,2012,1,1
England,2012,3,1
England,2012,0,2
England,2012,1,3
England,2012,2,4
England,2012,0,2
England,2012,2,0
England,2012,2,1
England,2012,3,3
England,2012,2,0
England,2012,2,1
England,2012,3,1
England,2012,2,0
England,2012,2,3
England,2012,1,0
England,2012,0,3
England,2012,2,1
England,2012,1,1
England,2012,2,0
England,2012,2,2
England,2012,2,1
England,2012,0,0
England,2012,0,2
England,2012,3,0
England,2012,1,1
England,2012,2,3
England,2012,4,0
England,2012,1,1
England,2012,4,0
England,2012,2,0
England,2012,3,0
England,2012,1,2
England,2012,1,0
England,2012,0,3
England,2012,1,2
England,2012,1,4
England,2012,0,2
England,2012,0,1
England,2012,4,0
England,2012,1,6
England,2012,1,1
England,2012,0,0
England,2012,3,0
England,2012,1,0
England,2012,0,0
England,2012,0,0
England,2012,2,0
England,2012,1,1
England,2012,2,1
England,2012,0,1
England,2012,4,4
England,2012,3,0
England,2012,1,0
England,2012,0,2
England,2012,6,1
England,2012,4,0
England,2012,1,0
England,2012,0,3
England,2012,1,1
England,2012,2,2
England,2012,4,4
England,2012,2,0
England,2012,0,0
England,2012,4,0
England,2012,3,3
England,2012,1,1
England,2012,0,1
England,2012,2,2
England,2012,2,1
England,2012,4,1
England,2012,2,0
England,2012,0,2
England,2012,1,0
England,2012,0,0
England,2012,2,1
England,2012,3,1
England,2012,3,2
England,2012,2,0
England,2012,2,2
England,2012,0,1
England,2012,1,0
England,2012,2,0
England,2012,2,3
England,2012,3,2
England,2011,1,0
England,2011,0,5
England,2011,2,2
England,2011,1,1
England,2011,3,0
England,2011,0,1
England,2011,0,0
England,2011,1,0
England,2011,1,2
England,2011,0,2
England,2011,1,1
England,2011,4,3
England,2011,1,2
England,2011,3,1
England,2011,2,2
England,2011,3,1
England,2011,4,0
England,2011,3,0
England,2011,4,0
England,2011,0,3
England,2011,3,0
England,2011,4,1
England,2011,2,1
England,2011,2,0
England,2011,3,1
England,2011,2,1
England,2011,1,1
England,2011,1,1
England,2011,0,0
England,2011,1,2
England,2011,2,0
England,2011,0,4
England,2011,1,5
England,2011,0,2
England,2011,6,0
England,2011,2,0
England,2011,2,2
England,2011,2,0
England,2011,2,1
England,2011,1,2
England,2011,2,1
England,2011,3,1
England,2011,1,1
England,2011,4,1
England,2011,2,2
England,2011,3,1
England,2011,1,1
England,2011,2,0
England,2011,2,0
England,2011,1,3
England,2011,3,1
England,2011,1,2
England,2011,1,2
England,2011,0,2
England,2011,1,3
England,2011,1,1
England,2011,1,6
England,2011,1,0
England,2011,1,0
England,2011,2,2
England,2012,0,0
England,2012,1,0
England,2012,5,0
England,2012,3,2
England,2012,2,1
England,2012,0,5
England,2012,1,1
England,2012,3,0
England,2012,1,0
England,2012,0,2
England,2012,2,2
England,2012,1,1
England,2012,2,1
England,2012,1,0
England,2012,1,1
England,2012,0,1
England,2012,1,1
England,2012,0,1
England,2012,2,0
England,2012,0,0
England,2012,3,3
England,2012,2,3
England,2012,1,1
England,2012,2,1
England,2012,2,1
England,2012,0,1
England,2012,0,0
England,2012,1,1
England,2012,1,0
England,2012,1,2
England,2012,5,2
England,2012,1,3
England,2012,3,0
England,2012,5,0
England,2012,1,2
England,2012,1,0
England,2012,1,3
England,2012,2,1
England,2012,2,1
England,2012,1,1
England,2012,0,0
England,2012,0,0
England,2012,1,1
England,2012,3,1
England,2012,2,0
England,2012,1,0
England,2012,2,4
England,2012,0,0
England,2012,3,1
England,2012,3,2
England,2012,1,0
England,2012,1,0
England,2012,1,1
England,2012,2,1
England,2012,0,0
England,2012,3,1
England,2012,2,1
England,2012,0,2
England,2012,0,0
England,2012,1,1
England,2012,0,2
England,2012,0,3
England,2012,1,0
England,2012,1,1
England,2012,3,0
England,2012,2,1
England,2012,1,1
England,2012,3,4
England,2012,0,1
England,2012,3,1
England,2012,2,0
England,2012,0,0
England,2012,2,1
England,2012,2,1
England,2012,2,3
England,2012,1,0
England,2012,1,3
England,2012,3,4
England,2012,2,3
England,2012,2,2
England,2013,2,2
England,2012,1,3
England,2012,3,1
England,2012,1,3
England,2012,2,1
England,2012,2,1
England,2012,2,5
England,2012,1,1
England,2012,1,0
England,2012,0,0
England,2012,8,0
England,2012,4,0
England,2012,1,0
England,2012,1,0
England,2012,0,1
England,2012,1,1
England,2012,0,0
England,2012,2,1
England,2012,1,2
England,2012,0,1
England,2013,5,1
England,2012,0,4
England,2012,2,1
England,2012,1,1
England,2012,4,3
England,2012,0,1
England,2012,1,2
England,2012,0,0
England,2012,3,1
England,2012,1,0
England,2012,1,3
England,2012,2,0
England,2012,2,2
England,2012,3,2
England,2012,1,1
England,2012,0,2
England,2012,0,0
England,2012,3,0
England,2012,3,0
England,2012,1,1
England,2012,7,3
England,2012,0,3
England,2012,1,2
England,2012,1,2
England,2012,2,0
England,2012,3,4
England,2012,0,3
England,2012,1,0
England,2012,3,3
England,2012,1,2
England,2013,0,1
England,2013,3,0
England,2013,3,0
England,2013,1,2
England,2013,1,1
England,2013,2,2
England,2013,3,1
England,2013,1,2
England,2013,2,1
England,2013,0,4
England,2013,0,2
England,2013,0,1
England,2013,0,0
England,2013,1,1
England,2013,2,1
England,2013,0,0
England,2013,0,0
England,2013,3,2
England,2013,0,4
England,2013,3,0
England,2013,2,1
England,2013,5,0
England,2013,2,0
England,2013,1,2
England,2013,0,0
England,2013,3,1
England,2013,1,1
England,2013,2,2
England,2013,1,1
England,2013,2,3
England,2013,2,2
England,2013,1,2
England,2013,2,1
England,2013,1,1
England,2013,0,0
England,2013,2,2
England,2013,2,2
England,2013,0,0
England,2013,2,1
England,2013,3,1
England,2013,1,0
England,2013,3,3
England,2013,0,1
England,2013,2,2
England,2013,3,2
England,2013,0,0
England,2013,2,1
England,2013,0,1
England,2013,1,0
England,2013,2,2
England,2013,2,1
England,2013,4,1
England,2013,0,2
England,2013,2,0
England,2013,0,0
England,2013,3,1
England,2013,2,1
England,2013,0,1
England,2013,4,1
England,2013,2,1
England,2013,2,1
England,2013,1,0
England,2013,5,0
England,2013,2,0
England,2013,4,2
England,2013,2,1
England,2013,0,2
England,2013,0,3
England,2013,2,1
England,2013,2,3
England,2013,0,1
England,2013,1,0
England,2013,3,1
England,2013,4,0
England,2013,1,2
England,2013,0,1
England,2013,2,2
England,2013,1,0
England,2013,2,1
England,2013,0,4
England,2013,0,0
England,2013,0,3
England,2013,3,2
England,2013,1,0
England,2013,2,1
England,2013,0,0
England,2013,3,1
England,2013,1,2
England,2013,2,1
England,2013,2,2
England,2012,4,2
England,2012,0,2
England,2012,3,1
England,2012,1,1
England,2012,2,3
England,2012,2,2
England,2012,1,1
England,2012,2,0
England,2012,3,0
England,2012,2,2
England,2013,3,2
England,2013,2,0
England,2013,2,0
England,2013,1,0
England,2013,3,1
England,2013,0,0
England,2013,1,1
England,2013,0,2
England,2013,0,1
England,2013,2,1
England,2013,4,1
England,2013,1,2
England,2013,1,0
England,2013,3,2
England,2013,4,0
England,2013,2,1
England,2013,0,1
England,2013,1,2
England,2013,3,1
England,2013,1,0
England,2013,2,1
England,2013,0,0
England,2013,1,2
England,2013,1,0
England,2013,2,2
England,2013,1,1
England,2013,0,2
England,2013,1,3
England,2013,2,2
England,2013,1,2
England,2013,3,1
England,2013,1,1
England,2013,2,2
England,2013,2,0
England,2013,1,0
England,2013,0,3
England,2013,0,0
England,2013,1,1
England,2013,0,2
England,2013,2,3
England,2013,0,1
England,2013,2,2
England,2013,3,0
England,2013,2,1
England,2013,0,2
England,2013,1,0
England,2013,0,0
England,2013,3,1
England,2013,1,1
England,2013,2,0
England,2013,1,1
England,2013,6,1
England,2013,2,0
England,2013,1,0
England,2013,2,1
England,2013,0,6
England,2013,0,0
England,2013,0,3
England,2013,1,0
England,2013,2,2
England,2013,2,4
England,2013,0,0
England,2013,0,1
England,2013,1,2
England,2013,0,1
England,2013,1,1
England,2013,0,0
England,2013,1,0
England,2013,2,3
England,2013,0,0
England,2013,4,1
England,2013,1,2
England,2013,2,0
England,2013,1,3
England,2013,2,1
England,2013,4,0
England,2013,1,2
England,2013,0,2
England,2013,1,2
England,2013,1,1
England,2013,2,1
England,2013,1,0
England,2013,2,3
England,2013,0,1
England,2013,1,1
England,2013,0,3
England,2013,1,0
England,2013,5,5
England,2013,4,2
England,2013,2,2
England,2012,6,1
England,2012,2,0
England,2012,2,2
England,2012,3,0
England,2012,4,0
England,2012,0,0
England,2012,0,0
England,2012,1,3
England,2012,1,1
England,2012,1,1
England,2012,1,0
England,2012,1,2
England,2012,1,1
England,2012,1,0
England,2012,4,1
England,2012,0,3
England,2012,2,1
England,2012,1,0
England,2012,1,1
England,2012,1,2
England,2012,1,2
England,2012,1,1
England,2012,3,1
England,2012,1,2
England,2012,2,3
England,2012,2,5
England,2012,1,2
England,2012,2,2
England,2012,2,0
England,2012,1,0
England,2012,4,1
England,2012,0,0
England,2012,3,0
England,2012,0,3
England,2012,2,2
England,2012,2,2
England,2012,2,0
England,2012,3,2
England,2012,1,3
England,2012,2,2
England,2012,1,0
England,2012,1,0
England,2012,4,2
England,2012,1,0
England,2012,1,1
England,2012,1,1
England,2012,2,1
England,2012,2,4
England,2012,1,2
England,2012,4,1
England,2012,1,0
England,2012,1,1
England,2012,2,3
England,2012,2,2
England,2012,1,0
England,2012,2,1
England,2012,3,3
England,2012,1,2
England,2012,0,0
England,2012,2,1
England,2013,1,3
England,2013,2,0
England,2013,0,1
England,2013,1,0
England,2013,4,0
England,2013,2,2
England,2013,0,1
England,2013,1,4
England,2013,0,1
England,2013,2,0
England,2013,2,0
England,2013,1,0
England,2013,0,0
England,2013,1,3
England,2013,1,0
England,2013,7,0
England,2013,2,0
England,2013,1,1
England,2013,2,0
England,2013,0,0
England,2013,2,0
England,2013,2,2
England,2013,0,0
England,2013,4,0
England,2013,1,0
England,2013,3,1
England,2013,4,1
England,2013,1,0
England,2013,3,3
England,2013,0,1
England,2013,2,0
England,2013,2,2
England,2013,3,3
England,2013,1,2
England,2013,0,1
England,2013,6,0
England,2013,2,1
England,2013,2,0
England,2013,2,2
England,2013,0,3
England,2013,0,0
England,2013,0,3
England,2013,3,1
England,2013,4,0
England,2013,3,1
England,2013,3,0
England,2013,2,1
England,2013,1,0
England,2013,2,2
England,2013,3,0
England,2013,2,0
England,2013,5,1
England,2013,0,1
England,2013,2,3
England,2013,0,0
England,2013,3,4
England,2013,3,0
England,2013,2,3
England,2013,1,2
England,2013,1,0
England,2013,1,1
England,2013,2,0
England,2013,2,0
England,2013,4,1
England,2013,0,1
England,2013,1,1
England,2013,3,2
England,2013,1,2
England,2013,1,1
England,2013,0,2
England,2013,0,3
England,2013,1,0
England,2013,2,1
England,2013,4,1
England,2013,0,0
England,2013,6,3
England,2013,1,1
England,2013,1,1
England,2013,0,5
England,2013,0,0
England,2013,0,0
England,2013,0,3
England,2013,2,4
England,2013,3,1
England,2013,3,1
England,2013,2,3
England,2013,2,1
England,2013,0,0
England,2013,1,2
England,2013,1,1
England,2013,0,1
England,2013,0,3
England,2013,1,0
England,2013,0,1
England,2013,2,3
England,2013,2,1
England,2013,5,1
England,2013,1,2
England,2013,1,1
England,2013,1,3
England,2013,1,1
England,2013,2,2
England,2013,2,1
England,2013,2,1
England,2013,6,0
England,2013,1,0
England,2013,0,1
England,2013,0,1
England,2013,3,0
England,2013,3,3
England,2013,0,1
England,2013,3,2
England,2013,0,0
England,2013,1,3
England,2013,1,0
England,2013,0,0
England,2013,0,0
England,2013,1,1
England,2013,2,1
England,2013,1,0
England,2014,2,0
England,2014,1,1
England,2014,2,1
England,2014,2,0
England,2014,1,2
England,2014,0,3
England,2014,1,1
England,2014,0,1
England,2014,2,3
England,2014,1,0
England,2014,1,2
England,2014,0,2
England,2014,2,0
England,2014,1,4
England,2014,0,2
England,2014,2,0
England,2014,0,2
England,2014,1,0
England,2014,3,5
England,2014,2,0
England,2014,2,0
England,2014,3,1
England,2014,1,0
England,2014,2,2
England,2014,4,2
England,2014,1,0
England,2014,2,2
England,2014,1,3
England,2014,1,1
England,2014,1,3
England,2014,4,3
England,2014,1,0
England,2014,4,0
England,2014,2,0
England,2014,0,0
England,2014,2,2
England,2014,1,0
England,2014,2,0
England,2014,0,0
England,2014,1,5
England,2014,2,0
England,2014,2,1
England,2014,2,1
England,2014,0,3
England,2014,1,1
England,2014,0,1
England,2014,0,3
England,2014,2,1
England,2014,1,1
England,2014,2,0
England,2014,3,1
England,2014,0,2
England,2014,3,0
England,2014,5,1
England,2014,2,2
England,2014,0,0
England,2014,2,2
England,2014,0,2
England,2014,3,0
England,2014,1,0
England,2014,0,0
England,2014,0,0
England,2014,0,1
England,2014,1,1
England,2014,1,1
England,2014,2,0
England,2014,2,3
England,2014,2,3
England,2014,2,2
England,2014,0,4
England,2014,4,1
England,2014,0,4
England,2014,1,0
England,2014,0,2
England,2014,4,3
England,2014,1,0
England,2014,1,0
England,2014,1,0
England,2014,1,1
England,2014,3,1
England,2014,4,1
England,2014,1,0
England,2014,1,3
England,2014,1,4
England,2014,0,3
England,2014,0,3
England,2014,1,0
England,2014,2,0
England,2014,1,1
England,2014,1,0
England,2014,2,2
England,2014,3,1
England,2014,4,0
England,2014,0,1
England,2014,2,1
England,2014,4,0
England,2014,0,3
England,2014,1,1
England,2014,0,3
England,2014,2,1
England,2013,1,0
England,2013,0,0
England,2013,2,1
England,2013,3,1
England,2013,1,0
England,2013,2,0
England,2013,1,0
England,2013,1,0
England,2013,0,2
England,2013,0,1
England,2014,1,2
England,2014,1,0
England,2014,2,1
England,2014,1,0
England,2014,0,2
England,2014,0,3
England,2014,4,2
England,2014,3,1
England,2014,0,0
England,2014,0,1
England,2014,1,4
England,2014,3,6
England,2014,6,0
England,2014,3,2
England,2014,2,0
England,2014,5,0
England,2014,1,0
England,2014,2,0
England,2014,3,2
England,2014,0,2
England,2014,1,1
England,2014,1,0
England,2014,1,3
England,2014,4,0
England,2014,4,1
England,2014,4,0
England,2014,1,0
England,2014,1,2
England,2014,3,0
England,2014,3,3
England,2014,1,2
England,2014,0,3
England,2014,3,0
England,2014,3,0
England,2014,1,0
England,2014,4,1
England,2014,0,4
England,2014,0,1
England,2014,5,1
England,2014,1,2
England,2014,3,1
England,2014,1,0
England,2014,1,0
England,2014,3,2
England,2014,3,1
England,2014,0,1
England,2014,1,0
England,2014,0,1
England,2014,0,1
England,2014,3,3
England,2014,0,0
England,2014,1,1
England,2014,1,2
England,2014,2,0
England,2014,0,3
England,2014,3,1
England,2014,1,2
England,2014,2,3
England,2014,3,1
England,2014,0,1
England,2014,3,0
England,2014,0,2
England,2014,2,2
England,2014,0,2
England,2014,4,0
England,2014,2,0
England,2014,0,1
England,2014,4,0
England,2014,4,1
England,2014,1,0
England,2014,1,0
England,2014,3,1
England,2014,0,0
England,2014,3,3
England,2014,2,3
England,2014,0,1
England,2014,3,0
England,2014,4,1
England,2014,0,1
England,2014,2,0
England,2014,1,2
England,2014,2,2
England,2014,0,2
England,2014,2,1
England,2014,2,0
England,2014,0,2
England,2014,1,1
England,2014,1,3
England,2014,3,0
England,2014,1,2
England,2013,1,2
England,2013,1,0
England,2013,1,1
England,2013,1,1
England,2013,2,0
England,2013,0,0
England,2013,0,0
England,2013,1,3
England,2013,2,2
England,2013,2,0
England,2013,3,1
England,2013,0,1
England,2013,2,0
England,2013,0,2
England,2013,0,1
England,2013,4,1
England,2013,2,3
England,2013,0,1
England,2013,3,0
England,2013,2,3
England,2013,3,2
England,2013,3,2
England,2013,1,2
England,2013,1,0
England,2013,1,2
England,2013,2,0
England,2013,0,1
England,2013,1,3
England,2013,1,2
England,2013,1,1
England,2013,1,2
England,2013,1,0
England,2013,0,0
England,2013,3,1
England,2013,3,1
England,2013,1,3
England,2013,2,0
England,2013,1,2
England,2013,0,3
England,2013,1,1
England,2013,4,1
England,2013,0,2
England,2013,4,1
England,2013,1,4
England,2013,2,1
England,2013,1,1
England,2013,2,2
England,2013,0,0
England,2013,4,0
England,2013,1,3
England,2013,0,2
England,2013,2,1
England,2013,0,2
England,2013,4,1
England,2013,3,2
England,2013,0,0
England,2013,2,0
England,2013,2,1
England,2013,1,0
England,2013,0,0
England,2014,2,1
England,2014,1,3
England,2014,2,2
England,2014,2,1
England,2014,1,2
England,2014,0,2
England,2014,0,1
England,2014,0,1
England,2014,2,2
England,2014,0,1
England,2014,3,0
England,2014,1,2
England,2014,2,1
England,2014,1,3
England,2014,0,0
England,2014,0,1
England,2014,0,1
England,2014,1,0
England,2014,1,0
England,2014,2,2
England,2014,1,0
England,2014,1,2
England,2014,1,0
England,2014,2,2
England,2014,2,0
England,2014,1,1
England,2014,2,1
England,2014,1,2
England,2014,0,2
England,2014,0,0
England,2014,1,2
England,2014,1,1
England,2014,2,0
England,2014,3,1
England,2014,2,1
England,2014,1,2
England,2014,0,0
England,2014,2,1
England,2014,1,0
England,2014,1,2
England,2014,1,1
England,2014,1,0
England,2014,3,0
England,2014,3,2
England,2014,0,3
England,2014,0,0
England,2014,1,1
England,2014,2,1
England,2014,0,1
England,2014,1,0
England,2014,1,0
England,2014,1,1
England,2014,1,3
England,2014,2,1
England,2014,2,0
England,2014,0,1
England,2014,1,2
England,2014,3,0
England,2014,1,1
England,2014,1,4
England,2014,2,1
England,2014,0,0
England,2014,0,0
England,2014,1,0
England,2014,2,1
England,2014,2,0
England,2014,1,2
England,2014,3,2
England,2014,0,0
England,2014,3,1
England,2014,4,1
England,2014,1,0
England,2014,2,0
England,2014,1,1
England,2014,3,1
England,2014,0,1
England,2014,3,0
England,2014,1,1
England,2014,1,2
England,2014,1,0
England,2014,1,1
England,2014,0,1
England,2014,2,2
England,2014,3,0
England,2014,0,1
England,2014,3,2
England,2014,3,0
England,2014,0,2
England,2014,2,1
England,2014,2,0
England,2014,2,1
England,2014,0,1
England,2014,2,0
England,2014,1,3
England,2014,0,1
England,2014,1,2
England,2014,3,1
England,2014,1,3
England,2014,1,0
England,2014,1,3
England,2014,0,0
England,2014,0,1
England,2014,4,1
England,2014,2,2
England,2014,3,2
England,2014,0,0
England,2014,1,1
England,2014,2,0
England,2014,0,0
England,2014,1,2
England,2014,0,0
England,2014,2,0
England,2014,1,3
England,2014,2,2
England,2014,1,1
England,2014,3,1
England,2014,0,0
England,2014,1,1
England,2014,1,0
England,2014,4,0
England,2015,0,0
England,2015,2,0
England,2015,2,2
England,2015,3,2
England,2015,3,3
England,2015,1,1
England,2015,2,0
England,2015,1,1
England,2015,5,3
England,2015,1,1
England,2015,3,0
England,2015,2,1
England,2015,2,0
England,2015,2,1
England,2015,1,1
England,2015,1,0
England,2015,0,1
England,2015,0,1
England,2015,1,1
England,2015,1,0
England,2015,0,2
England,2015,2,3
England,2015,0,0
England,2015,0,1
England,2015,0,2
England,2015,1,2
England,2015,0,2
England,2015,0,5
England,2015,2,1
England,2015,3,0
England,2015,5,0
England,2015,1,1
England,2015,0,1
England,2015,0,3
England,2015,2,0
England,2015,3,1
England,2015,0,1
England,2015,3,1
England,2015,2,0
England,2015,0,3
England,2015,1,2
England,2015,2,2
England,2015,0,0
England,2015,0,1
England,2015,1,1
England,2015,1,1
England,2015,0,1
England,2015,1,1
England,2015,2,1
England,2015,1,1
England,2015,2,1
England,2015,2,0
England,2015,3,1
England,2015,0,0
England,2015,1,1
England,2015,3,2
England,2015,2,0
England,2015,1,0
England,2015,1,4
England,2015,0,2
England,2015,1,2
England,2015,1,1
England,2015,1,2
England,2015,2,2
England,2015,2,1
England,2015,5,0
England,2015,0,2
England,2015,0,0
England,2015,2,1
England,2015,2,2
England,2015,2,0
England,2015,0,1
England,2015,1,3
England,2015,2,1
England,2015,2,0
England,2015,1,0
England,2015,1,2
England,2015,1,0
England,2015,1,0
England,2015,1,3
England,2015,2,1
England,2015,1,1
England,2015,1,2
England,2015,1,0
England,2015,0,1
England,2015,2,0
England,2015,2,0
England,2015,0,1
England,2015,2,0
England,2015,3,2
England,2015,3,0
England,2015,1,0
England,2015,1,1
England,2015,3,1
England,2015,3,0
England,2015,0,0
England,2015,3,0
England,2015,0,4
England,2015,0,1
England,2015,1,0
England,2014,2,1
England,2014,0,0
England,2014,3,6
England,2014,1,1
England,2014,0,1
England,2014,3,3
England,2014,1,0
England,2014,3,0
England,2014,0,3
England,2014,1,3
England,2015,0,1
England,2015,2,3
England,2015,1,2
England,2015,3,0
England,2015,1,2
England,2015,1,2
England,2015,2,0
England,2015,1,2
England,2015,4,3
England,2015,1,0
England,2015,4,1
England,2015,0,0
England,2015,2,1
England,2015,2,1
England,2015,1,0
England,2015,2,1
England,2015,3,1
England,2015,1,0
England,2015,3,1
England,2015,1,4
England,2015,0,1
England,2015,2,0
England,2015,4,2
England,2015,0,1
England,2015,2,0
England,2015,1,4
England,2015,1,1
England,2015,0,1
England,2015,2,3
England,2015,1,1
England,2015,0,0
England,2015,3,3
England,2015,1,0
England,2015,0,2
England,2015,1,0
England,2015,1,0
England,2015,2,0
England,2015,2,0
England,2015,1,3
England,2015,2,1
England,2015,0,0
England,2015,0,1
England,2015,0,2
England,2015,3,0
