DATE,BIRTHDAY,PLAYER_API_ID,PLAYER_NAME,AVERAGE_REACTIONS,AVERAGE_STAMINA,AVERAGE_ACCELERATION,AVERAGE_SPRINT_SPEED,AVERAGE_AGILITY
2013-03-08 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,65.9450464396285,67.6191950464396,67.7469040247678,67.7089783281734,65.6547987616099
2013-03-15 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.7569269521411,66.9659949622166,67.9244332493703,68.2392947103275,66.2216624685139
2013-03-22 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.147557840617,66.6745501285347,67.2951156812339,67.3948586118252,65.6323907455013
2013-03-28 00:00:00,1989-06-19 00:00:00,167027,Abdelaziz Barrada,65.8366247755835,67.3716337522442,68.7109515260323,69.0089766606822,67.0538599640934
2013-04-05 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,65.8239074550129,65.3817480719794,66.0976863753213,66.6542416452442,64.5719794344473
2013-04-12 00:00:00,1988-01-17 00:00:00,41093,Abdou Traore,67.059217877095,61.8100558659218,63.9296089385475,64.3262569832402,63.2513966480447
2013-04-19 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,67.1106870229008,65.2662213740458,65.9666030534351,66.1717557251908,64.8196564885496
2013-04-26 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,66.8065433854908,65.4566145092461,65.6827880512091,65.7837837837838,64.923186344239
2013-05-03 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.5229202037351,65.53480475382,66.0339558573854,66.5127334465195,64.4091680814941
2013-05-10 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,66.3888888888889,66.3449612403101,66.3875968992248,66.6162790697674,65.3811369509044
2013-05-17 00:00:00,1988-10-25 00:00:00,67334,Abdoul Karim Yoda,67.7035490605428,67.8820459290188,67.8444676409186,67.9676409185804,66.5041753653445
2013-05-24 00:00:00,1987-04-16 00:00:00,30895,Aaron Lennon,67.3149931224209,67.46492434663,68.5295735900963,68.9381017881706,67.2022008253095
2013-05-31 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,67.1104417670683,68.6767068273092,68.0381526104418,68.1877510040161,67.2560240963855
2013-06-07 00:00:00,1983-06-01 00:00:00,41659,Abderrazak Jadid,66.9609483960948,65.8172942817294,67.3877266387727,67.5634588563459,65.7866108786611
2013-06-14 00:00:00,1987-03-18 00:00:00,276701,Adis Jahovic,64.1901408450704,62.0352112676056,63.7535211267606,63.7394366197183,62.8521126760563
2013-06-21 00:00:00,1995-01-28 00:00:00,450292,Alef,62.0593220338983,61.1016949152542,63.6440677966102,64.0847457627119,61.9152542372881
2013-06-28 00:00:00,1987-04-29 00:00:00,169217,Alejandro Bedoya,65.4655172413793,67.0862068965517,69.4827586206897,68.9655172413793,68.7413793103448
2013-07-05 00:00:00,1985-01-06 00:00:00,24385,Abel Aguilar,66.0507518796993,64.8627819548872,65.8101503759399,66.3627819548872,64.718045112782
2013-07-12 00:00:00,1992-12-25 00:00:00,307227,Abdullah Al Hafith,64.3034682080925,64.6416184971098,65.5404624277457,65.6647398843931,64.650289017341
2013-07-19 00:00:00,1976-03-19 00:00:00,30723,Alessandro Nesta,64.7962962962963,64.3148148148148,64.9259259259259,64.4259259259259,64.1296296296296
2013-07-26 00:00:00,1989-01-12 00:00:00,92935,Alan Kardec,67.0958904109589,64.1369863013699,65.5342465753425,64.8082191780822,62.986301369863
2013-08-02 00:00:00,1990-04-21 00:00:00,124144,Aleksandar Prijovic,67.3962264150943,68.0188679245283,67.811320754717,66.5660377358491,66.6037735849057
2013-08-09 00:00:00,1994-08-10 00:00:00,263276,Adryan,66.1809523809524,67.6,67.2952380952381,68.0095238095238,68.5714285714286
2013-08-16 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,68.2518518518519,67.9388888888889,68.2981481481481,68.2222222222222,66.2333333333333
2013-08-23 00:00:00,1993-12-10 00:00:00,317062,Adrien Thomasson,66.856,65.36,66.976,66.072,65.688
2013-08-30 00:00:00,1994-08-10 00:00:00,263276,Adryan,67.1,67.2285714285714,67.5857142857143,66.8714285714286,66.3285714285714
2013-09-06 00:00:00,1985-09-02 00:00:00,12245,Adam Nemec,64.1470588235294,66.5294117647059,67.8529411764706,66.2941176470588,66.3529411764706
2013-09-13 00:00:00,1989-09-02 00:00:00,46554,Alexandre Pato,65.8627450980392,66.078431372549,68.8823529411765,68.9019607843137,69.0392156862745
2013-09-20 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,65.7365269461078,65.6689697528021,66.2580991862429,66.5803777061262,65.0024566252111
2013-09-27 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,67.5735981308411,67.2757009345794,68.2348130841122,68.5981308411215,65.9778037383178
2013-10-04 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,67.4457831325301,67.5813253012048,68.8478915662651,69.1280120481928,67.0225903614458
2013-10-11 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,66.6569037656904,67.5271966527197,68.6666666666667,68.5927475592748,67.1771269177127
2013-10-18 00:00:00,1986-09-04 00:00:00,27316,Aaron Hunt,67.632,67.528,68.56,69.0826666666667,66.9973333333333
2013-10-25 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,66.8767605633803,68.3556338028169,69.2640845070423,69.2975352112676,67.1021126760563
2013-11-01 00:00:00,1987-04-16 00:00:00,30895,Aaron Lennon,68.1926877470356,69.1847826086957,70.0098814229249,70.1126482213439,68.3863636363636
2013-11-08 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.5785234899329,67.1073825503356,68.5181208053691,68.6939597315436,66.9261744966443
2013-11-15 00:00:00,1987-04-01 00:00:00,80592,Aboubakar Oumarou,67.2156196943973,68.0730050933786,69.4821731748727,69.4482173174873,67.9830220713073
2013-11-22 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,65.0839002267574,67.7165532879819,69.1065759637188,69.4263038548753,67.4467120181406
2013-11-29 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,66.698670605613,67.8257016248154,68.6129985228951,68.5731166912851,67.1181683899557
2013-12-06 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,67.184347826087,68.095652173913,68.5965217391304,69.1304347826087,66.5339130434783
2013-12-13 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,67.7411067193676,68.0296442687747,69.8893280632411,70.0335968379447,68.405138339921
2013-12-20 00:00:00,1989-04-26 00:00:00,40719,Aaron Niguez,68.3104265402844,68.9265402843602,70.3933649289099,70.5284360189574,68.760663507109
2013-12-27 00:00:00,1990-08-30 00:00:00,163222,Aaron Muirhead,67.4556074766355,67.518691588785,67.9742990654206,68.4065420560748,66.3714953271028
2014-01-03 00:00:00,1987-10-28 00:00:00,101042,Aaron Meijers,66.7885010266941,67.8726899383984,67.4435318275154,67.4579055441479,65.8131416837782
2014-01-10 00:00:00,1979-10-21 00:00:00,23499,Aaron Wilbraham,68.0735107731306,68.425855513308,68.1292775665399,68.5069708491762,66.490494296578
2014-01-17 00:00:00,1979-11-08 00:00:00,23780,Aaron Hughes,66.8132295719844,66.8923476005188,68.6913099870298,69.0869001297017,67.4552529182879
2014-01-24 00:00:00,1991-01-01 00:00:00,191784,Abdoulaye Ba,67.0549597855228,67.1943699731903,68.3739946380697,68.9544235924933,66.7587131367292
2014-01-31 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,67.1973684210526,67.2274436090226,68.4050751879699,68.7124060150376,66.5592105263158
2014-02-07 00:00:00,1987-04-16 00:00:00,30895,Aaron Lennon,65.4525723472669,66.7620578778135,67.9557877813505,68.3754019292604,66.1575562700965
2014-02-14 00:00:00,1986-09-04 00:00:00,27316,Aaron Hunt,66.678281068525,68.0847851335656,68.2450638792102,68.5226480836237,66.9535423925668
2014-02-21 00:00:00,1991-01-01 00:00:00,191784,Abdoulaye Ba,67.2847854356307,67.5591677503251,67.668400520156,67.9843953185956,66.0598179453836
2014-02-28 00:00:00,1986-09-04 00:00:00,27316,Aaron Hunt,67.8620268620269,66.959706959707,68.020757020757,68.2747252747253,66.7118437118437
2014-03-07 00:00:00,1991-01-01 00:00:00,191784,Abdoulaye Ba,67.7239353891336,66.8957415565345,68.352422907489,68.7474302496329,66.6152716593245
2014-03-14 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.8783958602846,68.5834411384217,69.0452781371281,69.4062095730918,67.2302716688228
2014-03-21 00:00:00,1987-04-16 00:00:00,30895,Aaron Lennon,66.3509149623251,66.3089343379978,67.7255113024758,67.8170075349839,66.1011840688913
2014-03-28 00:00:00,1991-01-01 00:00:00,191784,Abdoulaye Ba,66.5100316789863,66.1531151003168,66.8669482576558,67.2608236536431,65.0232312565998
2014-04-04 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.4749034749035,67.3252895752896,68.9111969111969,69.1776061776062,66.8619691119691
2014-04-11 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,66.8500527983105,67.9493136219641,69.3759239704329,69.9197465681098,67.3157338965153
2014-04-18 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,67.1559370529328,67.3347639484979,68.8054363376252,69.0371959942775,67.2532188841202
2014-04-25 00:00:00,1990-08-30 00:00:00,163222,Aaron Muirhead,68.4322250639386,67.4936061381074,68.4092071611253,68.4309462915601,66.8516624040921
2014-05-02 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,67.0914368650218,67.388969521045,68.4789550072569,68.8388969521045,67.0406386066763
2014-05-09 00:00:00,1988-01-17 00:00:00,41093,Abdou Traore,67.2747252747253,67.7880690737834,68.9952904238618,69.265306122449,67.3799058084772
2014-05-16 00:00:00,1988-01-17 00:00:00,41093,Abdou Traore,66.7409836065574,66.9918032786885,68.6344262295082,69.0295081967213,66.9573770491803
2014-05-23 00:00:00,1978-08-29 00:00:00,23133,Adam Drury,64.6875,65.6328125,68.6875,68.8828125,65.5703125
2014-05-30 00:00:00,1982-12-25 00:00:00,68840,Adam Banas,64.1780104712042,66.9162303664921,68.7801047120419,68.9581151832461,66.4973821989529
2014-06-06 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,64.2395833333333,65.1458333333333,63.96875,64.5833333333333,62.3125
2014-07-18 00:00:00,1984-12-05 00:00:00,42664,Abdelkader Ghezzal,65.9189526184539,66.3615960099751,69.5,69.7593516209476,67.7044887780549
2014-07-20 00:00:00,1985-07-19 00:00:00,26982,Tobias Werner,73.0,78.0,78.0,75.0,77.0
2014-07-25 00:00:00,1986-05-25 00:00:00,67952,Abdul-Yakinu Iddi,65.7383177570093,66.6168224299066,66.6261682242991,66.4392523364486,65.196261682243
2014-08-01 00:00:00,1983-03-08 00:00:00,78541,Andre Santos,67.4285714285714,65.1785714285714,67.875,67.6964285714286,67.3928571428571
2014-08-08 00:00:00,1989-11-20 00:00:00,119305,Agon Mehmeti,64.984375,69.21875,68.296875,67.234375,66.515625
2014-08-15 00:00:00,1989-11-20 00:00:00,119305,Agon Mehmeti,66.1230769230769,66.3846153846154,66.1538461538462,66.9692307692308,66.0153846153846
2014-08-22 00:00:00,1989-11-20 00:00:00,119305,Agon Mehmeti,66.0961538461538,65.1153846153846,66.6346153846154,64.8653846153846,65.8846153846154
2014-08-29 00:00:00,1992-10-27 00:00:00,474658,Alvaro Garcia,68.1304347826087,62.6956521739131,66.304347826087,65.2608695652174,64.0
2014-09-05 00:00:00,1986-07-21 00:00:00,71619,Anthony Annan,69.7368421052632,64.0526315789474,66.4210526315789,65.8947368421053,65.421052631579
2014-09-12 00:00:00,1986-11-24 00:00:00,40295,Alexander Mathisen,66.3333333333333,68.65625,67.5416666666667,67.375,66.8125
2014-09-18 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,65.6277803701975,66.3762638046353,66.6035153212008,67.3100015554519,65.4753460880386
2014-09-19 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,67.5116279069767,68.6046511627907,69.6744186046512,67.0232558139535,68.6976744186047
2014-09-23 00:00:00,1996-07-12 00:00:00,557396,Adam Buksa,61.6266666666667,61.7733333333333,67.3066666666667,67.4,64.2933333333333
2014-09-26 00:00:00,1985-11-09 00:00:00,69509,Bakary Soumare,66.0526315789474,64.3684210526316,64.0526315789474,63.4736842105263,63.7368421052632
2014-10-02 00:00:00,1996-01-30 00:00:00,564793,Aaron Kuhl,66.6491372226787,67.4913722267872,67.8307313064914,68.5743631881676,65.9145439605588
2014-10-10 00:00:00,1993-02-19 00:00:00,528212,Aaron Lennox,65.9193548387097,66.4448924731183,67.8978494623656,68.7150537634409,66.6129032258065
2014-10-17 00:00:00,1985-01-06 00:00:00,24385,Abel Aguilar,65.9620081411126,65.0759837177748,65.5251017639077,66.0664857530529,65.2347354138399
2014-10-24 00:00:00,1994-02-08 00:00:00,564712,Abdoul Ba,65.5415430267062,65.8738872403561,67.3813056379822,67.4970326409496,65.4643916913947
2014-10-31 00:00:00,1993-02-19 00:00:00,528212,Aaron Lennox,66.8125937031484,68.592203898051,68.3688155922039,69.2248875562219,66.1109445277361
2014-11-07 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.2322670375522,68.326842837274,68.7927677329625,69.144645340751,66.1891515994437
2014-11-14 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,65.441449031171,66.5071609098568,67.033698399326,67.7219882055602,65.4237573715249
2014-11-21 00:00:00,1994-07-02 00:00:00,324910,Abdul Rahman Baba,66.9193548387097,67.8322580645161,67.2451612903226,68.0806451612903,65.9516129032258
2014-11-26 00:00:00,1988-10-25 00:00:00,67334,Abdoul Karim Yoda,61.6666666666667,64.1666666666667,68.3333333333333,69.6666666666667,68.1666666666667
2014-11-28 00:00:00,1988-10-25 00:00:00,67334,Abdoul Karim Yoda,67.1247311827957,67.2881720430108,68.3161290322581,68.9720430107527,67.6666666666667
2014-12-05 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.7200854700855,67.3888888888889,68.75,69.1517094017094,67.6794871794872
2014-12-12 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,66.6647727272727,68.2594696969697,69.8863636363636,70.3162878787879,68.2594696969697
2014-12-19 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,67.741935483871,68.5201612903226,70.3245967741936,70.2701612903226,68.6653225806452
2014-12-27 00:00:00,1993-02-19 00:00:00,528212,Aaron Lennox,61.9285714285714,62.3928571428572,64.6785714285714,66.9285714285714,64.25
2015-01-02 00:00:00,1979-10-21 00:00:00,23499,Aaron Wilbraham,62.2068965517241,64.3218390804598,65.3563218390805,65.8620689655172,64.0459770114943
2015-01-09 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,66.9560810810811,67.747972972973,68.497972972973,69.0628378378378,66.9601351351351
2015-01-16 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,66.9581339712919,68.7344497607656,69.444976076555,69.9473684210526,67.4772727272727
2015-01-23 00:00:00,1996-05-04 00:00:00,563215,Abdou Diallo,66.0380818053597,67.7983074753174,69.0098730606488,69.5952045133992,66.8335684062059
2015-01-26 00:00:00,1982-07-05 00:00:00,30881,Alberto Gilardino,61.2222222222222,65.2444444444444,66.9777777777778,67.2444444444444,65.2444444444444
2015-01-28 00:00:00,1987-11-05 00:00:00,97359,Ante Puljic,63.94,68.74,69.28,70.28,65.2
2015-01-30 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,66.6947513812155,68.9986187845304,69.8922651933702,70.628453038674,68.3411602209945
2015-02-06 00:00:00,1987-04-16 00:00:00,30895,Aaron Lennon,66.0194174757282,67.5447680690399,69.1294498381877,69.4854368932039,67.0722761596548
2015-02-13 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,66.5335320417288,67.3293591654247,68.4336810730253,68.9105812220566,66.3114754098361
2015-02-20 00:00:00,1980-10-06 00:00:00,37280,Abdoulaye Meite,65.7809867629362,67.5330926594465,68.61853188929,68.9626955475331,66.9169675090253
2015-02-27 00:00:00,1979-10-21 00:00:00,23499,Aaron Wilbraham,65.9730046948357,67.93779342723,68.3661971830986,68.556338028169,66.6220657276995
2015-03-06 00:00:00,1989-04-26 00:00:00,40719,Aaron Niguez,66.2455012853471,67.9048843187661,68.4550128534704,69.0565552699229,66.6066838046273
2015-03-10 00:00:00,1985-09-02 00:00:00,12245,Adam Nemec,68.4285714285714,66.5714285714286,67.7142857142857,68.0,63.0
2015-03-13 00:00:00,1992-11-09 00:00:00,302985,Abel Khaled,67.3961538461539,69.0788461538462,69.7442307692308,70.1403846153846,68.0538461538462
2015-03-20 00:00:00,1992-02-29 00:00:00,505942,Aaron Appindangoye,66.6623853211009,68.3174311926606,69.4862385321101,70.0935779816514,67.7889908256881
2015-03-27 00:00:00,1991-01-01 00:00:00,191784,Abdoulaye Ba,65.9558232931727,67.4236947791165,68.7228915662651,69.4357429718876,66.6847389558233
2015-04-01 00:00:00,1992-03-30 00:00:00,189181,Abdoulaye Diallo,65.4,66.3333333333333,67.0666666666667,68.4333333333333,67.4333333333333
2015-04-10 00:00:00,1979-11-08 00:00:00,23780,Aaron Hughes,65.9621212121212,68.0143097643098,68.8013468013468,69.1372053872054,67.1447811447812
2015-04-17 00:00:00,1992-03-30 00:00:00,189181,Abdoulaye Diallo,66.2429577464789,68.6496478873239,68.8714788732394,69.080985915493,67.1320422535211
2015-04-24 00:00:00,1992-09-22 00:00:00,293235,Achraf Lazaar,67.0606060606061,67.5515151515152,68.2969696969697,69.2444444444444,66.589898989899
2015-05-01 00:00:00,1984-12-09 00:00:00,180197,Adam Collin,66.6,69.995652173913,70.9152173913044,71.4565217391304,68.2173913043478
2015-05-08 00:00:00,1979-11-08 00:00:00,23780,Aaron Hughes,66.5246710526316,68.8536184210526,69.1332236842105,69.9539473684211,67.4243421052632
2015-05-15 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,65.9741379310345,68.7344827586207,69.8051724137931,70.3086206896552,68.1793103448276
2015-05-22 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,67.044289044289,69.2400932400932,70.0652680652681,70.8344988344988,67.97668997669
2015-05-29 00:00:00,1988-01-17 00:00:00,41093,Abdou Traore,64.4583333333333,65.7375,67.8166666666667,68.625,66.1666666666667
2015-06-05 00:00:00,1987-04-16 00:00:00,30895,Aaron Lennon,64.3448275862069,67.3534482758621,68.8793103448276,68.8103448275862,66.3275862068966
2015-06-12 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,63.1348747591522,65.150289017341,66.626204238921,67.2870905587669,64.9730250481696
2015-06-19 00:00:00,1986-06-13 00:00:00,41769,Antonio Balzano,64.0454545454545,67.4090909090909,66.5454545454545,68.0454545454546,63.7272727272727
2015-06-26 00:00:00,1980-10-01 00:00:00,74403,Bruno Saltor,64.7916666666667,62.6666666666667,68.7916666666667,69.25,64.875
2015-07-03 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,64.75,66.0743801652893,68.4245867768595,69.0640495867769,66.5650826446281
2015-07-10 00:00:00,1991-03-06 00:00:00,128106,Alexander Dragovic,66.3148148148148,68.1666666666667,66.1111111111111,66.6296296296296,64.9074074074074
2015-07-16 00:00:00,1982-06-22 00:00:00,33025,Andoni Iraola,66.4736842105263,65.7017543859649,66.6842105263158,66.5263157894737,65.859649122807
2015-07-24 00:00:00,1989-11-20 00:00:00,119305,Agon Mehmeti,66.0756302521008,68.8067226890756,68.5882352941177,68.3697478991597,67.9327731092437
2015-07-31 00:00:00,1986-07-08 00:00:00,114790,Adrian Winter,65.9075630252101,68.4873949579832,67.8823529411765,67.4453781512605,65.9327731092437
2015-08-07 00:00:00,1985-04-25 00:00:00,39643,Andrea Coda,65.7777777777778,71.0222222222222,69.5777777777778,70.5777777777778,67.5777777777778
2015-08-14 00:00:00,1983-04-14 00:00:00,26331,Adailton,67.1808510638298,66.7872340425532,65.9893617021277,65.2659574468085,65.2765957446808
2015-08-21 00:00:00,1990-07-18 00:00:00,70074,Anders Konradsen,67.45,63.85,67.9,66.75,65.15
2015-08-27 00:00:00,1991-02-11 00:00:00,168047,Adrian Stoian,64.1153846153846,64.5769230769231,63.4230769230769,65.1538461538462,63.8846153846154
2015-09-01 00:00:00,1985-02-26 00:00:00,33030,Fernando Llorente,71.0,65.6,64.4,65.8,65.4
2015-09-04 00:00:00,1986-09-04 00:00:00,27316,Aaron Hunt,65.7241379310345,67.5172413793104,68.3448275862069,69.551724137931,67.6206896551724
2015-09-10 00:00:00,1987-09-06 00:00:00,164334,Bruno Moreira,69.4,65.8,63.2,64.4,60.8
2015-09-21 00:00:00,1992-02-29 00:00:00,505942,Aaron Appindangoye,67.0596808837067,66.5023013194231,66.7112611230439,67.154341822645,65.6225836146057
2015-09-25 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,67.4856396866841,69.2859007832898,69.4281984334204,69.6984334203655,68.4477806788512
2015-10-02 00:00:00,1982-05-08 00:00:00,30572,Aaron Galindo,66.7972350230415,67.6175115207373,68.6205837173579,69.3594470046083,67.1720430107527
2015-10-09 00:00:00,1991-05-13 00:00:00,162549,Aaron Doran,67.4904171364149,68.4103720405862,69.543404735062,69.9255918827509,68.6268320180383
2015-10-16 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,69.3778080326753,69.1837985023826,69.1000680735194,69.4166099387338,68.2450646698434
2015-10-19 00:00:00,1997-04-30 00:00:00,555649,Adam Ryczkowski,61.6666666666667,55.0,64.9166666666667,62.75,62.1666666666667
2015-10-23 00:00:00,1990-01-06 00:00:00,172875,Abel Issa Camara,69.2119658119658,68.9452991452991,69.4358974358974,69.9350427350427,68.4
2015-10-30 00:00:00,1987-10-28 00:00:00,101042,Aaron Meijers,67.8637469586375,67.2700729927007,67.9075425790754,68.2384428223844,66.669099756691
2015-11-06 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,67.8603773584906,68.4462264150943,68.5962264150943,69.2556603773585,67.188679245283
2015-11-12 00:00:00,1989-04-26 00:00:00,40719,Aaron Niguez,66.7121535181237,60.498933901919,64.0980810234542,64.407249466951,63.2878464818763
2015-11-19 00:00:00,1992-02-29 00:00:00,505942,Aaron Appindangoye,68.4590643274854,66.4795321637427,67.6959064327486,67.9122807017544,66.7485380116959
2015-11-26 00:00:00,1987-10-28 00:00:00,101042,Aaron Meijers,68.4804753820034,68.9898132427844,69.5687606112054,69.8641765704584,68.2529711375212
2015-12-03 00:00:00,1987-10-28 00:00:00,101042,Aaron Meijers,67.5398773006135,69.6707566462168,70.8282208588957,71.1492842535787,69.2474437627812
2015-12-10 00:00:00,1991-05-21 00:00:00,201915,Abdoulaye Diaby,68.6046511627907,68.2813953488372,68.7372093023256,69.7883720930233,66.8046511627907
2015-12-17 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,68.4277929155313,68.7111716621253,70.3106267029973,70.3378746594005,68.5504087193461
2015-12-24 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,68.3316062176166,68.8108808290155,69.9326424870466,69.9430051813471,68.8108808290155
2015-12-30 00:00:00,1996-09-07 00:00:00,634113,Alois Confais,61.4285714285714,53.1428571428572,63.4285714285714,63.7142857142857,60.8571428571429
2016-01-07 00:00:00,1989-12-15 00:00:00,155782,Aaron Cresswell,67.975161987041,68.3974082073434,69.0215982721382,69.3066954643628,68.0302375809935
2016-01-14 00:00:00,1986-07-02 00:00:00,120919,Aatif Chahechouhe,68.4718309859155,68.7028169014085,69.7169014084507,69.869014084507,68.5323943661972
2016-01-21 00:00:00,1990-09-15 00:00:00,231592,Aaron Mooy,67.3913580246914,67.7061728395062,68.2160493827161,68.4345679012346,67.2432098765432
2016-01-28 00:00:00,1993-02-19 00:00:00,528212,Aaron Lennox,67.9861111111111,68.1338383838384,68.6830808080808,69.3093434343434,67.4179292929293
2016-02-04 00:00:00,1996-01-30 00:00:00,564793,Aaron Kuhl,67.4194857916103,67.0947225981056,67.8430311231394,68.404600811908,65.9269282814614
2016-02-11 00:00:00,1989-02-10 00:00:00,419681,Abdul Aziz Tetteh,66.6869244935543,67.5524861878453,67.3462246777164,67.939226519337,66.158379373849
2016-02-13 00:00:00,1987-02-09 00:00:00,37150,Lee Martin,55.0,82.0,76.0,78.0,75.0
2016-02-18 00:00:00,1992-02-29 00:00:00,505942,Aaron Appindangoye,67.2456140350877,67.1315789473684,67.6947368421053,68.2087719298246,66.7508771929825
2016-02-19 00:00:00,1982-06-05 00:00:00,25571,Achille Emana,71.1666666666667,64.952380952381,66.4761904761905,68.1190476190476,63.5238095238095
2016-02-25 00:00:00,1986-09-04 00:00:00,27316,Aaron Hunt,67.5418410041841,68.0041841004184,68.3012552301255,68.5460251046025,67.3891213389121
2016-03-03 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,66.6112759643917,68.1824925816024,68.5994065281899,68.4109792284867,67.973293768546
2016-03-10 00:00:00,1990-12-26 00:00:00,75489,Aaron Ramsey,66.5398305084746,68.0330508474576,67.5822033898305,67.8093220338983,66.9584745762712
